miRNA	CellType	pvalue	OddsRatio	Total_Targets	Total_Markers	Number_of_Markers_Targeted	Markers_Targeted	FDR	FDR.bonf
hsa-miR-6848-3p	Oligodendrocyte Precursor Cell	0.362359817435446	1.59362269189318	225	114	2	NLGN4X, SH3D19	1	1
hsa-miR-6848-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0.568292589294603	225	157	1	SH3D19	1	1
hsa-miR-6848-3p	Microglia	1	0	225	62	0		1	1
hsa-miR-2114-3p	Excitatory Neuron	0.325816692637972	1.60314656131216	74	698	4	CACNG8, NEGR1, PGM2L1, PLD5	1	1
hsa-miR-2114-3p	Granule cell	0.361242666118294	2.26906272287142	74	122	1	PLD5	1	1
hsa-miR-2114-3p	Inhibitory Neuron	0.0372239090367904	2.85557830694827	74	504	5	PLD5, PGM2L1, PKNOX2, CACNG8, FAM135B	1	1
hsa-miR-2114-3p	Purkinje Cell	0.546947690226111	1.27708924754875	74	215	1	FAM135B	1	1
hsa-miR-2114-3p	Endothelial cell	1	0	74	47	0		1	1
hsa-miR-2114-3p	Pericyte	1	0	74	59	0		1	1
hsa-miR-2114-3p	Astrocyte	1	0	74	136	0		1	1
hsa-miR-2114-3p	Cerebellar Astrocyte	1	0	74	169	0		1	1
hsa-miR-2114-3p	Oligodendrocyte	1	0	74	139	0		1	1
hsa-miR-2114-3p	Oligodendrocyte Precursor Cell	1	0	74	114	0		1	1
hsa-miR-2114-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.438601446081945	1.75695720347655	74	157	1	CCND2	1	1
hsa-miR-2114-3p	Microglia	1	0	74	62	0		1	1
hsa-miR-6843-3p	Excitatory Neuron	0.711453058059008	0.764991810945946	225	698	6	CCNI, TSPYL1, ALDOA, CACNG8, SV2B, PCSK2	1	1
hsa-miR-6843-3p	Granule cell	1	0.733960252535349	225	122	1	RABGAP1L	1	1
hsa-miR-6843-3p	Inhibitory Neuron	0.827776241306276	1.07363606460112	225	504	6	PCSK2, ATCAY, ZMAT4, CCNI, TMEM132B, CACNG8	1	1
hsa-miR-6843-3p	Purkinje Cell	1	0.833750595377903	225	215	2	TFAP2B, GRID1	1	1
hsa-miR-6843-3p	Endothelial cell	1	0	225	47	0		1	1
hsa-miR-6843-3p	Pericyte	1	0	225	59	0		1	1
hsa-miR-6843-3p	Astrocyte	1	0.657385314652807	225	136	1	MYO6	1	1
hsa-miR-6843-3p	Cerebellar Astrocyte	0.712636758888714	1.06583807703868	225	169	2	MYO6, ZNF704	1	1
hsa-miR-6843-3p	Oligodendrocyte	0.669114742095268	1.30121235030747	225	139	2	SH3D19, MYO6	1	1
hsa-miR-6843-3p	Oligodendrocyte Precursor Cell	0.362359817435446	1.59362269189318	225	114	2	NLGN4X, SH3D19	1	1
hsa-miR-6843-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0.568292589294603	225	157	1	SH3D19	1	1
hsa-miR-6843-3p	Microglia	1	0	225	62	0		1	1
hsa-miR-6131	Excitatory Neuron	0.199128570413056	0.506190429029857	224	698	4	FAM153B, TSPYL1, ALDOA, CACNG8	1	1
hsa-miR-6131	Granule cell	1	0.737288496882441	224	122	1	RABGAP1L	1	1
hsa-miR-6131	Inhibitory Neuron	1	0.892931819844841	224	504	5	ZMAT4, MPPED1, TMEM132B, CACNG8, AAK1	1	1
hsa-miR-6131	Purkinje Cell	0.735624246752573	0.414923372600991	224	215	1	GRID1	1	1
hsa-miR-6131	Endothelial cell	1	0	224	47	0		1	1
hsa-miR-6131	Pericyte	1	0	224	59	0		1	1
hsa-miR-6131	Astrocyte	1	0.660366354643626	224	136	1	MYO6	1	1
hsa-miR-6131	Cerebellar Astrocyte	0.711492280239679	1.07069756547452	224	169	2	ARHGAP31, MYO6	1	1
hsa-miR-6131	Oligodendrocyte	1	0.645913526436432	224	139	1	MYO6	1	1
hsa-miR-6131	Oligodendrocyte Precursor Cell	0.640507773357725	0	224	114	0		1	1
hsa-miR-6131	Cerebelllar Oligodendrocyte Precursor Cell	1	0.570869663442851	224	157	1	ANKRD36	1	1
hsa-miR-6131	Microglia	1	0	224	62	0		1	1
hsa-miR-3663-5p	Excitatory Neuron	0.258442886658531	0.525509273084511	216	698	4	FAM153B, TSPYL1, ALDOA, CACNG8	1	1
hsa-miR-3663-5p	Granule cell	1	0.765028982390586	216	122	1	RABGAP1L	1	1
hsa-miR-3663-5p	Inhibitory Neuron	0.824087394050438	0.736725309448111	216	504	4	ATCAY, TMEM132B, CACNG8, AAK1	1	1
hsa-miR-3663-5p	Purkinje Cell	0.732252849268719	0.430536808869659	216	215	1	GRID1	1	1
hsa-miR-3663-5p	Endothelial cell	1	0	216	47	0		1	1
hsa-miR-3663-5p	Pericyte	1	0	216	59	0		1	1
hsa-miR-3663-5p	Astrocyte	1	0.685212941050948	216	136	1	MYO6	1	1
hsa-miR-3663-5p	Cerebellar Astrocyte	0.431705949743264	1.6847315782194	216	169	3	SEPT4, MYO6, ZNF704	1	1
hsa-miR-3663-5p	Oligodendrocyte	1	0.670216378111656	216	139	1	MYO6	1	1
hsa-miR-3663-5p	Oligodendrocyte Precursor Cell	0.637288117656225	0	216	114	0		1	1
hsa-miR-3663-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0.592349250566786	216	157	1	ANKRD36	1	1
hsa-miR-3663-5p	Microglia	1	0	216	62	0		1	1
hsa-miR-5690	Excitatory Neuron	1	0.902109200788234	224	698	7	TSPYL1, ALDOA, UBB, CACNG8, KIAA1107, ATP9A, IPCEF1	1	1
hsa-miR-5690	Granule cell	0.648095861622588	0	224	122	0		1	1
hsa-miR-5690	Inhibitory Neuron	0.666129913773531	0.709645082466555	224	504	4	TTC28, NRXN3, KIAA1107, CACNG8	1	1
hsa-miR-5690	Purkinje Cell	0.735624246752573	0.414923372600991	224	215	1	NRXN3	1	1
hsa-miR-5690	Endothelial cell	1	0	224	47	0		1	1
hsa-miR-5690	Pericyte	1	0	224	59	0		1	1
hsa-miR-5690	Astrocyte	0.410328873634683	0	224	136	0		1	1
hsa-miR-5690	Cerebellar Astrocyte	1	0.529773979036333	224	169	1	MAGI2	1	1
hsa-miR-5690	Oligodendrocyte	1	0.645913526436432	224	139	1	TRIM2	1	1
hsa-miR-5690	Oligodendrocyte Precursor Cell	0.640507773357725	0	224	114	0		1	1
hsa-miR-5690	Cerebelllar Oligodendrocyte Precursor Cell	0.693534590581866	1.15430529691124	224	157	2	TTC28, CDKAL1	1	1
hsa-miR-5690	Microglia	0.498961989403188	1.46681270715758	224	62	1	C3	1	1
hsa-miR-4727-5p	Excitatory Neuron	0.733921653698675	0.41086968769737	69	698	1	ALDOA	1	1
hsa-miR-4727-5p	Granule cell	0.341567237023658	2.43650753568508	69	122	1	EPB41	1	1
hsa-miR-4727-5p	Inhibitory Neuron	0.421499278390241	0	69	504	0		1	1
hsa-miR-4727-5p	Purkinje Cell	0.522007040753366	1.37133092867218	69	215	1	EPB41	1	1
hsa-miR-4727-5p	Endothelial cell	0.148445649460375	6.43174615047418	69	47	1	IGF1R	1	1
hsa-miR-4727-5p	Pericyte	1	0	69	59	0		1	1
hsa-miR-4727-5p	Astrocyte	1	0	69	136	0		1	1
hsa-miR-4727-5p	Cerebellar Astrocyte	1	0	69	169	0		1	1
hsa-miR-4727-5p	Oligodendrocyte	0.378938563197907	2.1346074198302	69	139	1	PLCL1	1	1
hsa-miR-4727-5p	Oligodendrocyte Precursor Cell	1	0	69	114	0		1	1
hsa-miR-4727-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.416230375795201	1.8866280176016	69	157	1	IGF1R	1	1
hsa-miR-4727-5p	Microglia	1	0	69	62	0		1	1
hsa-miR-96-3p	Excitatory Neuron	0.088000524301919	2.49680486616826	49	698	4	TESPA1, NUCKS1, ACSL3, ARL4C	1	1
hsa-miR-96-3p	Granule cell	1	0	49	122	0		1	1
hsa-miR-96-3p	Inhibitory Neuron	1	0.815406318642212	49	504	1	ARL4C	1	1
hsa-miR-96-3p	Purkinje Cell	0.407816725429572	1.94461721913054	49	215	1	NRG2	1	1
hsa-miR-96-3p	Endothelial cell	1	0	49	47	0		1	1
hsa-miR-96-3p	Pericyte	1	0	49	59	0		1	1
hsa-miR-96-3p	Astrocyte	1	0	49	136	0		1	1
hsa-miR-96-3p	Cerebellar Astrocyte	1	0	49	169	0		1	1
hsa-miR-96-3p	Oligodendrocyte	0.286870251964276	3.02680420142303	49	139	1	FMNL2	1	1
hsa-miR-96-3p	Oligodendrocyte Precursor Cell	1	0	49	114	0		1	1
hsa-miR-96-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	49	157	0		1	1
hsa-miR-96-3p	Microglia	1	0	49	62	0		1	1
hsa-miR-4291	Excitatory Neuron	0.255781056894742	1.59486183511815	93	698	5	NPTN, TUBB2A, CTSB, TRIM37, LAMA4	1	1
hsa-miR-4291	Granule cell	0.430833970928503	1.79872390187995	93	122	1	SLIT3	1	1
hsa-miR-4291	Inhibitory Neuron	0.732131662017217	0.424487167871235	93	504	1	PPIP5K2	1	1
hsa-miR-4291	Purkinje Cell	1	1.01239476184985	93	215	1	CPEB4	1	1
hsa-miR-4291	Endothelial cell	1	0	93	47	0		1	1
hsa-miR-4291	Pericyte	1	0	93	59	0		1	1
hsa-miR-4291	Astrocyte	1	0	93	136	0		1	1
hsa-miR-4291	Cerebellar Astrocyte	0.542334065126599	1.29255132330862	93	169	1	MBOAT2	1	1
hsa-miR-4291	Oligodendrocyte	1	0	93	139	0		1	1
hsa-miR-4291	Oligodendrocyte Precursor Cell	1	0	93	114	0		1	1
hsa-miR-4291	Cerebelllar Oligodendrocyte Precursor Cell	0.51611075627849	1.39278206692711	93	157	1	FAM13A	1	1
hsa-miR-4291	Microglia	0.248725563401666	3.57882267284018	93	62	1	FAM49B	1	1
hsa-miR-3617-3p	Excitatory Neuron	0.229308397505628	1.87010559552035	48	698	3	NPTN, NR4A2, SEMA6D	1	1
hsa-miR-3617-3p	Granule cell	1	0	48	122	0		1	1
hsa-miR-3617-3p	Inhibitory Neuron	1	0.832797039124747	48	504	1	SEMA6D	1	1
hsa-miR-3617-3p	Purkinje Cell	0.401443106885687	1.98608473337595	48	215	1	CPEB4	1	1
hsa-miR-3617-3p	Endothelial cell	1	0	48	47	0		1	1
hsa-miR-3617-3p	Pericyte	1	0	48	59	0		1	1
hsa-miR-3617-3p	Astrocyte	1	0	48	136	0		1	1
hsa-miR-3617-3p	Cerebellar Astrocyte	1	0	48	169	0		1	1
hsa-miR-3617-3p	Oligodendrocyte	1	0	48	139	0		1	1
hsa-miR-3617-3p	Oligodendrocyte Precursor Cell	1	0	48	114	0		1	1
hsa-miR-3617-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	48	157	0		1	1
hsa-miR-3617-3p	Microglia	1	0	48	62	0		1	1
hsa-miR-6511b-3p	Excitatory Neuron	0.325816692637972	1.60314656131216	74	698	4	VAV3, VPS41, CERS6, MGAT5	1	1
hsa-miR-6511b-3p	Granule cell	0.361242666118294	2.26906272287142	74	122	1	RUNX1T1	1	1
hsa-miR-6511b-3p	Inhibitory Neuron	0.112890643220897	2.24742921308947	74	504	4	NRIP3, MGAT5, MPP6, RUNX1T1	1	1
hsa-miR-6511b-3p	Purkinje Cell	0.185659421542709	2.60174870766974	74	215	2	VAV3, RAB31	1	1
hsa-miR-6511b-3p	Endothelial cell	1	0	74	47	0		1	1
hsa-miR-6511b-3p	Pericyte	1	0	74	59	0		1	1
hsa-miR-6511b-3p	Astrocyte	1	0	74	136	0		1	1
hsa-miR-6511b-3p	Cerebellar Astrocyte	1	0	74	169	0		1	1
hsa-miR-6511b-3p	Oligodendrocyte	1	0	74	139	0		1	1
hsa-miR-6511b-3p	Oligodendrocyte Precursor Cell	1	0	74	114	0		1	1
hsa-miR-6511b-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	74	157	0		1	1
hsa-miR-6511b-3p	Microglia	1	0	74	62	0		1	1
hsa-miR-6511a-3p	Excitatory Neuron	0.741000254191818	1.20066475419116	73	698	3	VAV3, VPS41, MGAT5	1	1
hsa-miR-6511a-3p	Granule cell	0.357354799687762	2.30067193099613	73	122	1	RUNX1T1	1	1
hsa-miR-6511a-3p	Inhibitory Neuron	0.108800549481215	2.27992350375718	73	504	4	NRIP3, MGAT5, MPP6, RUNX1T1	1	1
hsa-miR-6511a-3p	Purkinje Cell	0.181836702873733	2.63850513037888	73	215	2	VAV3, RAB31	1	1
hsa-miR-6511a-3p	Endothelial cell	1	0	73	47	0		1	1
hsa-miR-6511a-3p	Pericyte	1	0	73	59	0		1	1
hsa-miR-6511a-3p	Astrocyte	1	0	73	136	0		1	1
hsa-miR-6511a-3p	Cerebellar Astrocyte	1	0	73	169	0		1	1
hsa-miR-6511a-3p	Oligodendrocyte	1	0	73	139	0		1	1
hsa-miR-6511a-3p	Oligodendrocyte Precursor Cell	1	0	73	114	0		1	1
hsa-miR-6511a-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	73	157	0		1	1
hsa-miR-6511a-3p	Microglia	1	0	73	62	0		1	1
hsa-miR-5589-3p	Excitatory Neuron	0.401788752496459	1.46135737329074	101	698	5	GRIN2A, CALM1, KCNB1, TPPP, NPTX1	1	1
hsa-miR-5589-3p	Granule cell	1	0	101	122	0		1	1
hsa-miR-5589-3p	Inhibitory Neuron	1	0.790220493470455	101	504	2	PROX1, GRIN2A	1	1
hsa-miR-5589-3p	Purkinje Cell	1	0.931031201512522	101	215	1	CPEB4	1	1
hsa-miR-5589-3p	Endothelial cell	1	0	101	47	0		1	1
hsa-miR-5589-3p	Pericyte	1	0	101	59	0		1	1
hsa-miR-5589-3p	Astrocyte	1	0	101	136	0		1	1
hsa-miR-5589-3p	Cerebellar Astrocyte	1	0	101	169	0		1	1
hsa-miR-5589-3p	Oligodendrocyte	1	0	101	139	0		1	1
hsa-miR-5589-3p	Oligodendrocyte Precursor Cell	1	0	101	114	0		1	1
hsa-miR-5589-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.545473578978358	1.28087715750633	101	157	1	BBX	1	1
hsa-miR-5589-3p	Microglia	1	0	101	62	0		1	1
hsa-miR-2355-5p	Excitatory Neuron	0.145439434281572	1.64637404534715	181	698	10	GRIN2A, RIMS3, DKK3, ADAMTS17, CTNND1, SYT7, SIRPA, ZNF385D, PRICKLE1, TENM3	1	1
hsa-miR-2355-5p	Granule cell	0.297935123540261	1.85639131762427	181	122	2	ZNF385D, CACNA1A	1	1
hsa-miR-2355-5p	Inhibitory Neuron	0.0938682650943686	1.82362378165608	181	504	8	ZNF385D, DKK3, DOK6, TENM3, MCC, GRIN2A, ADAMTS17, AAK1	1	1
hsa-miR-2355-5p	Purkinje Cell	0.718683430967722	1.04101134310449	181	215	2	CACNA1A, HIVEP3	1	1
hsa-miR-2355-5p	Endothelial cell	0.344725216107947	2.41684350977128	181	47	1	ST6GALNAC3	1	1
hsa-miR-2355-5p	Pericyte	1	0	181	59	0		1	1
hsa-miR-2355-5p	Astrocyte	0.637353430512732	0	181	136	0		1	1
hsa-miR-2355-5p	Cerebellar Astrocyte	0.192931222901591	2.01952790600317	181	169	3	MCC, ST6GALNAC3, ZNF704	1	1
hsa-miR-2355-5p	Oligodendrocyte	0.639221651060056	0	181	139	0		1	1
hsa-miR-2355-5p	Oligodendrocyte Precursor Cell	1	0.980581077976977	181	114	1	ADAMTS17	1	1
hsa-miR-2355-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.16626174964484	2.17827808044439	181	157	3	FAM13A, ANKRD36, CMSS1	1	1
hsa-miR-2355-5p	Microglia	0.427540410114164	1.82123795891379	181	62	1	ST6GALNAC3	1	1
hsa-miR-4707-3p	Excitatory Neuron	1	0.830834301533482	104	698	3	PGK1, SYT7, XKR4	1	1
hsa-miR-4707-3p	Granule cell	1	0	104	122	0		1	1
hsa-miR-4707-3p	Inhibitory Neuron	0.525076281244692	0.378942149994405	104	504	1	XKR4	1	1
hsa-miR-4707-3p	Purkinje Cell	0.303017923393861	1.83393022034108	104	215	2	XKR4, PTPN4	1	1
hsa-miR-4707-3p	Endothelial cell	1	0	104	47	0		1	1
hsa-miR-4707-3p	Pericyte	1	0	104	59	0		1	1
hsa-miR-4707-3p	Astrocyte	1	0	104	136	0		1	1
hsa-miR-4707-3p	Cerebellar Astrocyte	1	0	104	169	0		1	1
hsa-miR-4707-3p	Oligodendrocyte	1	0	104	139	0		1	1
hsa-miR-4707-3p	Oligodendrocyte Precursor Cell	0.445095881204219	1.72018544867118	104	114	1	XKR4	1	1
hsa-miR-4707-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	104	157	0		1	1
hsa-miR-4707-3p	Microglia	1	0	104	62	0		1	1
hsa-miR-6743-3p	Excitatory Neuron	0.174836849895693	2.80448848995539	22	698	2	VAV3, SYT7	1	1
hsa-miR-6743-3p	Granule cell	1	0	22	122	0		1	1
hsa-miR-6743-3p	Inhibitory Neuron	1	0	22	504	0		1	1
hsa-miR-6743-3p	Purkinje Cell	0.209492424771799	4.4504363214244	22	215	1	VAV3	1	1
hsa-miR-6743-3p	Endothelial cell	1	0	22	47	0		1	1
hsa-miR-6743-3p	Pericyte	1	0	22	59	0		1	1
hsa-miR-6743-3p	Astrocyte	1	0	22	136	0		1	1
hsa-miR-6743-3p	Cerebellar Astrocyte	1	0	22	169	0		1	1
hsa-miR-6743-3p	Oligodendrocyte	0.140749385829374	6.92556499833786	22	139	1	PTBP2	1	1
hsa-miR-6743-3p	Oligodendrocyte Precursor Cell	1	0	22	114	0		1	1
hsa-miR-6743-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.157528357648994	6.12202759955116	22	157	1	PTBP2	1	1
hsa-miR-6743-3p	Microglia	1	0	22	62	0		1	1
hsa-miR-2114-5p	Excitatory Neuron	0.26655971326907	0.287605260804066	98	698	1	WBP2	1	1
hsa-miR-2114-5p	Granule cell	1	0	98	122	0		1	1
hsa-miR-2114-5p	Inhibitory Neuron	0.18193481391436	0	98	504	0		1	1
hsa-miR-2114-5p	Purkinje Cell	1	0.959969137313722	98	215	1	APBA1	1	1
hsa-miR-2114-5p	Endothelial cell	1	0	98	47	0		1	1
hsa-miR-2114-5p	Pericyte	1	0	98	59	0		1	1
hsa-miR-2114-5p	Astrocyte	0.484360282120241	1.52768395744404	98	136	1	COL5A3	1	1
hsa-miR-2114-5p	Cerebellar Astrocyte	1	0	98	169	0		1	1
hsa-miR-2114-5p	Oligodendrocyte	1	0	98	139	0		1	1
hsa-miR-2114-5p	Oligodendrocyte Precursor Cell	1	0	98	114	0		1	1
hsa-miR-2114-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.534675984897926	1.32068785256248	98	157	1	LDLRAD4	1	1
hsa-miR-2114-5p	Microglia	0.260216124105574	3.39320255564347	98	62	1	LDLRAD4	1	1
hsa-miR-6727-3p	Excitatory Neuron	0.435000639935151	0.748935616665361	458	698	12	CAMKV, FAM153B, ARHGAP26, ALDOA, TPI1, RNF11, SLIT1, PGM2L1, KCNQ3, SORCS2, LSAMP, RPS4X	1	1
hsa-miR-6727-3p	Granule cell	1	0.718613063611646	458	122	2	ABLIM1, RABGAP1L	1	1
hsa-miR-6727-3p	Inhibitory Neuron	0.0214258261071472	0.339764742367031	458	504	4	KCNQ3, KIF3A, PGM2L1, CAMKV	0.859319273820278	1
hsa-miR-6727-3p	Purkinje Cell	0.248243058659775	0.402944339008285	458	215	2	LSAMP, PBX1	1	1
hsa-miR-6727-3p	Endothelial cell	1	0.938781219963196	458	47	1	ESYT2	1	1
hsa-miR-6727-3p	Pericyte	0.645688597331159	0	458	59	0		1	1
hsa-miR-6727-3p	Astrocyte	0.23955666280824	1.655565394676	458	136	5	SLC4A4, ITPR2, LSAMP, PRKCA, ABLIM1	1	1
hsa-miR-6727-3p	Cerebellar Astrocyte	0.438007118609124	1.32024052486616	458	169	5	SLC4A4, LSAMP, PRKCA, ITPR2, MBOAT2	1	1
hsa-miR-6727-3p	Oligodendrocyte	0.773556186874125	0.628900232281197	458	139	2	CNDP1, SHROOM4	1	1
hsa-miR-6727-3p	Oligodendrocyte Precursor Cell	1	0.770254131535285	458	114	2	PRKCA, ITPR2	1	1
hsa-miR-6727-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.272875931020631	0.275278262707068	458	157	1	LDLRAD4	1	1
hsa-miR-6727-3p	Microglia	0.165327924623955	2.20391459852271	458	62	3	ITPR2, KCNQ3, LDLRAD4	1	1
hsa-miR-4722-3p	Excitatory Neuron	0.434216996042776	0.752388007707558	456	698	12	CAMKV, FAM153B, ARHGAP26, ALDOA, TPI1, RNF11, SLIT1, PGM2L1, KCNQ3, SORCS2, LSAMP, RPS4X	1	1
hsa-miR-4722-3p	Granule cell	0.531378478698929	0.357145330521395	456	122	1	RABGAP1L	1	1
hsa-miR-4722-3p	Inhibitory Neuron	0.0213023313912383	0.341303497197962	456	504	4	KCNQ3, KIF3A, PGM2L1, CAMKV	0.858158095537362	1
hsa-miR-4722-3p	Purkinje Cell	0.248106639112379	0.404760751112	456	215	2	LSAMP, PBX1	1	1
hsa-miR-4722-3p	Endothelial cell	1	0.943003096985989	456	47	1	ESYT2	1	1
hsa-miR-4722-3p	Pericyte	0.645158148430898	0	456	59	0		1	1
hsa-miR-4722-3p	Astrocyte	0.552757696517607	1.31742176319984	456	136	4	SLC4A4, ITPR2, LSAMP, PRKCA	1	1
hsa-miR-4722-3p	Cerebellar Astrocyte	0.436100908949565	1.32623010325527	456	169	5	SLC4A4, LSAMP, PRKCA, ITPR2, MBOAT2	1	1
hsa-miR-4722-3p	Oligodendrocyte	0.77341143211732	0.631734964203103	456	139	2	CNDP1, SHROOM4	1	1
hsa-miR-4722-3p	Oligodendrocyte Precursor Cell	1	0.773725875555706	456	114	2	PRKCA, ITPR2	1	1
hsa-miR-4722-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.272364194996288	0.276516498573406	456	157	1	LDLRAD4	1	1
hsa-miR-4722-3p	Microglia	0.163840647739822	2.21388564531769	456	62	3	ITPR2, KCNQ3, LDLRAD4	1	1
hsa-miR-6083	Excitatory Neuron	0.50022205375553	0.554298735147861	154	698	3	TMEM178B, FOCAD, YWHAZ	1	1
hsa-miR-6083	Granule cell	0.0141652266890865	4.51200816472691	154	122	4	CADM1, STXBP5L, XKR6, DGKG	0.775995059256368	1
hsa-miR-6083	Inhibitory Neuron	0.59691574014423	0.513299669681486	154	504	2	ZBTB16, PPARGC1A	1	1
hsa-miR-6083	Purkinje Cell	0.680312018332974	1.22755988639897	154	215	2	ZNF608, CADM1	1	1
hsa-miR-6083	Endothelial cell	1	0	154	47	0		1	1
hsa-miR-6083	Pericyte	0.363201108956722	2.25667041239423	154	59	1	ARHGAP29	1	1
hsa-miR-6083	Astrocyte	0.0202795268495596	4.03057857568682	154	136	4	PITPNC1, CADM1, LIFR, DGKG	0.84280832337187	1
hsa-miR-6083	Cerebellar Astrocyte	0.138339815491195	2.38369148601674	154	169	3	DGKG, PITPNC1, RPS6KA5	1	1
hsa-miR-6083	Oligodendrocyte	0.285583669050086	1.91578836222507	154	139	2	SLC24A2, SIK3	1	1
hsa-miR-6083	Oligodendrocyte Precursor Cell	0.215292688477171	2.34622725051147	154	114	2	DGKG, NLGN4X	1	1
hsa-miR-6083	Cerebelllar Oligodendrocyte Precursor Cell	0.335960299848793	1.69178638481998	154	157	2	PHIP, CADM1	1	1
hsa-miR-6083	Microglia	1	0	154	62	0		1	1
hsa-miR-6782-5p	Excitatory Neuron	0.137558917497073	1.96137038480389	92	698	6	TESPA1, KCNQ5, DMTN, GDI1, USP22, PPIA	1	1
hsa-miR-6782-5p	Granule cell	1	0	92	122	0		1	1
hsa-miR-6782-5p	Inhibitory Neuron	1	0.869637919407822	92	504	2	KCNQ5, MARCH4	1	1
hsa-miR-6782-5p	Purkinje Cell	1	0	92	215	0		1	1
hsa-miR-6782-5p	Endothelial cell	1	0	92	47	0		1	1
hsa-miR-6782-5p	Pericyte	0.0295746363479171	7.82987005106533	92	59	2	ARHGAP29, LPP	0.944648185687178	1
hsa-miR-6782-5p	Astrocyte	1	0	92	136	0		1	1
hsa-miR-6782-5p	Cerebellar Astrocyte	0.538462529287496	1.30681977183921	92	169	1	KANSL1L	1	1
hsa-miR-6782-5p	Oligodendrocyte	1	0	92	139	0		1	1
hsa-miR-6782-5p	Oligodendrocyte Precursor Cell	1	0	92	114	0		1	1
hsa-miR-6782-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.512310325499887	1.4081548321292	92	157	1	SETD5	1	1
hsa-miR-6782-5p	Microglia	1	0	92	62	0		1	1
hsa-miR-526b-5p	Excitatory Neuron	0.37546552509427	1.31538566564444	246	698	11	CAMK2N1, DLGAP2, TSPYL1, HINT1, IDS, ELAVL4, CACNG8, NYAP2, TMOD2, TPPP, FOXP1	1	1
hsa-miR-526b-5p	Granule cell	0.185670433562558	2.06172616254098	246	122	3	SRGAP2, ZBTB20, EPHB1	1	1
hsa-miR-526b-5p	Inhibitory Neuron	0.0228100221042266	2.03264820771073	246	504	12	RBMS3, KCNAB1, ENOX1, PRELID2, NYAP2, NETO2, LHFPL3, TRPS1, DLGAP2, ASTN2, PPIP5K2, CACNG8	0.879096172187357	1
hsa-miR-526b-5p	Purkinje Cell	0.337019611232383	1.54957648721075	246	215	4	LHFPL3, ASTN2, EPHB1, ZBTB20	1	1
hsa-miR-526b-5p	Endothelial cell	0.0194182803530799	5.59612401879153	246	47	3	ITM2A, RBMS3, ST6GAL1	0.831113083172535	1
hsa-miR-526b-5p	Pericyte	0.0350391013815197	4.3946141163314	246	59	3	RBMS3, ZBTB20, APBB2	0.993694244028749	1
hsa-miR-526b-5p	Astrocyte	0.0844441391876716	2.48679734399815	246	136	4	ZBTB20, TRPS1, LIFR, EPHB1	1	1
hsa-miR-526b-5p	Cerebellar Astrocyte	0.1509544091384	1.98618124769138	246	169	4	ZBTB20, TRPS1, ST3GAL6, RPS6KA5	1	1
hsa-miR-526b-5p	Oligodendrocyte	0.0897592957389155	2.43130630332263	246	139	4	FRMD4B, PXK, APBB2, ZBTB20	1	1
hsa-miR-526b-5p	Oligodendrocyte Precursor Cell	0.0505196790266746	2.98733919831797	246	114	4	LHFPL3, ZBTB20, ASTN2, APBB2	1	1
hsa-miR-526b-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.443768454717148	1.59036133451594	246	157	3	CADM2, ZBTB20, EPHB1	1	1
hsa-miR-526b-5p	Microglia	0.173949116075472	2.72276114265045	246	62	2	ST6GAL1, SRGAP2	1	1
hsa-miR-7161-5p	Excitatory Neuron	0.398876173070523	1.47681425627861	100	698	5	GPC6, CNTNAP2, SCN1A, NUCKS1, KIAA1456	1	1
hsa-miR-7161-5p	Granule cell	0.122093724460115	3.40418373935967	100	122	2	CHD7, KIAA1456	1	1
hsa-miR-7161-5p	Inhibitory Neuron	0.0125027096989079	2.97439711246503	100	504	7	CNTNAP2, HMBOX1, NHS, KIAA1456, PROX1, SCN1A, GPC6	0.74814291344465	1
hsa-miR-7161-5p	Purkinje Cell	1	0.940482321249967	100	215	1	ZNF608	1	1
hsa-miR-7161-5p	Endothelial cell	0.207898816936042	4.41169436208401	100	47	1	IGF1R	1	1
hsa-miR-7161-5p	Pericyte	1	0	100	59	0		1	1
hsa-miR-7161-5p	Astrocyte	0.491300550054795	1.49666965995936	100	136	1	CACNB2	1	1
hsa-miR-7161-5p	Cerebellar Astrocyte	0.20343734374469	2.44049807607064	100	169	2	GPC6, CACNB2	1	1
hsa-miR-7161-5p	Oligodendrocyte	1	0	100	139	0		1	1
hsa-miR-7161-5p	Oligodendrocyte Precursor Cell	0.0189581402859283	5.57910946782408	100	114	3	SCN1A, CHD7, GPC6	0.82995263604998	1
